Show Number, Air Date, Round, Category, Value, Question, Answer
3834,12/04/2001,Double Jeopardy!,BRITISH ROYAL HOUSES,$400,George VI,Windsor
3834,12/04/2001,Double Jeopardy!,AND I QUOTE,$400,"A quote can be taken ""out of"" this, from the Latin for ""to weave together""",Context
3834,12/04/2001,Double Jeopardy!,"THE ""BUTLER"" DID IT",$400,"A former Dodger outfielder & TV's ""Grace Under Fire"" both go by this name",Brett Butler
3834,12/04/2001,Double Jeopardy!,SCIENCE & NATURE,"$1,800",The flexible neck of this bird of prey allows it to rotate its head an amazing 270 degrees,Owl
3834,12/04/2001,Double Jeopardy!,"THE MELBOURNE OLYMPICS, 1956",$600,"Like Korea in 2000, this country entered the stadium in 1956 as a ""United"" team",Germany
3834,12/04/2001,Double Jeopardy!,WRITERS CUBED,$600,"19th century minister of the Second Church of Boston, known for essays like ""Self-Reliance""",Ralph Waldo Emerson
3834,12/04/2001,Double Jeopardy!,BRITISH ROYAL HOUSES,$600,Richard I,Plantagenet
3834,12/04/2001,Double Jeopardy!,AND I QUOTE,$600,"Kim Walker's character in ""Say Anything"" has this annoying habit when quoting",Making quotations with your fingers
3834,12/04/2001,Double Jeopardy!,"THE ""BUTLER"" DID IT",$600,"This Irish poet who penned ""The Winding Stair"" shares his middle name with his brother Jack & father John",William Butler Yeats
3834,12/04/2001,Double Jeopardy!,SCIENCE & NATURE,$800,"Change 1 letter in ""protest"" to get this word for a protozoan & others in its kingdom",Protist
3834,12/04/2001,Double Jeopardy!,WRITERS CUBED,$800,"Her 2000 novel ""Blonde"" is, of course, about Marilyn Monroe",Joyce Carol Oates
3834,12/04/2001,Double Jeopardy!,BRITISH ROYAL HOUSES,"$2,000",James I,Stuart
3834,12/04/2001,Double Jeopardy!,AND I QUOTE,$800,"3-word phrase for a quote meant for attribution, or a quote like ""Gretzky's 92 goals are unbeatable!""",On the record
3834,12/04/2001,Double Jeopardy!,"THE ""BUTLER"" DID IT",$800,"In his 1872 novel ""Erewhon"", poverty is considered a crime",Samuel Butler
3834,12/04/2001,Double Jeopardy!,SCIENCE & NATURE,$1000,"Sir Humphry Davy named this yellowish-green gas from a Greek word meaning ""greenish-yellow""",Chlorine
3834,12/04/2001,Double Jeopardy!,WRITERS CUBED,$1000,"""Before I Say Good-Bye"" is her 22nd romantic thriller, so it's no mystery -- she's good",Mary Higgins Clark
3834,12/04/2001,Double Jeopardy!,BRITISH ROYAL HOUSES,$1000,George III,Hanover
3834,12/04/2001,Double Jeopardy!,AND I QUOTE,$1000,Publishing term for the type of quote seen here: [Trebek's...made it into record books as host of television's #1-rated quiz show.],Pull quote
3834,12/04/2001,Double Jeopardy!,"THE ""BUTLER"" DID IT",$1000,"The mission statement of this school says it's located ""In...Indianapolis, one of America's most livable cities""",Butler University
3834,12/04/2001,Final Jeopardy!,THEATRE,None,"The 1996 musical ""Play On!"" gets its title from the first line of this Shakespeare play, on which it is based","\""Twelfth Night\"""
3619,04/05/2000,Jeopardy!,20th CENTURY QUOTES,$100,"A minister, 1968: ""I've seen the promised land...and I'm happy tonight...I'm not fearing any man""","Dr. Martin Luther King, Jr."
3619,04/05/2000,Jeopardy!,ALL ABOARD THE SOUL TRAIN,$100,"""Soul Train"" premiered in this decade",1970s
3619,04/05/2000,Jeopardy!,WAR STORIES,$100,"""Marching On"", ""By Antietam Creek""",Civil War
3619,04/05/2000,Jeopardy!,EUROPE,$100,Descriptive term for the flag of Italy & the flag of France,Tricolor
3619,04/05/2000,Jeopardy!,WEEDS,$100,The most common cause of hay fever in the U.S. is this substance from ragweed,Pollen
3619,04/05/2000,Jeopardy!,"SEEING ""RED""",$100,"In ""Peanuts"", Snoopy often fancied himself a flying ace out to get this pilot",The Red Baron
3619,04/05/2000,Jeopardy!,20th CENTURY QUOTES,$200,"A Communist, 1938: ""Political power grows out of the barrel of a gun""",Mao Tse-tung
3619,04/05/2000,Jeopardy!,ALL ABOARD THE SOUL TRAIN,$200,Oh yessssssss...he created the show & was the original producer & host,Don Cornelius
3619,04/05/2000,Jeopardy!,WAR STORIES,$200,"""Body Count"", ""Coming Home""",Vietnam War
3619,04/05/2000,Jeopardy!,EUROPE,$200,From 1963 to 1978 he was Archbishop of Krakow,Karol Wojtyla (Pope John Paul II)
3619,04/05/2000,Jeopardy!,WEEDS,$200,This common weed seen here has a beverage in its name,Milkweed
3619,04/05/2000,Jeopardy!,"SEEING ""RED""",$200,Excessive bureaucratic procedure resulting in inaction or delay,Red tape
3619,04/05/2000,Jeopardy!,20th CENTURY QUOTES,$500,"A physicist, 1955: ""If only I had known, I would have become a watchmaker""",Albert Einstein
3619,04/05/2000,Jeopardy!,ALL ABOARD THE SOUL TRAIN,$300,"White crossover artists featured on ""Soul Train"" have included David Bowie & this ""Island Girl"" singer",Elton John
3619,04/05/2000,Jeopardy!,WAR STORIES,$300,"""The Good Soldier Schweik"", ""Paths of Glory""",World War I
3619,04/05/2000,Jeopardy!,EUROPE,$300,Geographic region within the Arctic Circle named for the people who call themselves the Sami,Lapland
3619,04/05/2000,Jeopardy!,WEEDS,$300,This plant whose alkaloids ended Socrates' life now grows on American roadsides,Hemlock
3619,04/05/2000,Jeopardy!,"SEEING ""RED""",$300,"Stephen Crane wrote, ""He wished that he, too, had a wound,"" this",A red badge of courage
3619,04/05/2000,Jeopardy!,20th CENTURY QUOTES,$400,"A governor, 1963: ""Segregation now!  Segregation tomorrow!  Segregation forever!""",George Wallace
3619,04/05/2000,Jeopardy!,ALL ABOARD THE SOUL TRAIN,$400,This hair care product was among the first major backers of the show,Afro Sheen
3619,04/05/2000,Jeopardy!,WAR STORIES,$400,"""A Walk in the Sun"", ""They Were Expendable""",World War II
3619,04/05/2000,Jeopardy!,EUROPE,$400,It's the smallest in area of the Benelux countries,Luxembourg
3619,04/05/2000,Jeopardy!,WEEDS,$400,This fabric follows Queen Anne's in the name of the weed seen here,Lace
3619,04/05/2000,Jeopardy!,"SEEING ""RED""",$400,"In song, just ""remember"" this place ""and the cowboy that loves you so true""",Red River Valley
3619,04/05/2000,Jeopardy!,20th CENTURY QUOTES,$500,"A professor, 1967: ""Turn on, tune in, drop out""",Timothy Leary
3619,04/05/2000,Jeopardy!,ALL ABOARD THE SOUL TRAIN,$500,"To gain better production values, ""Soul Train"" was moved from this city to Los Angeles",Chicago
3619,04/05/2000,Jeopardy!,WAR STORIES,$500,"""Arundel"", ""Johnny Tremain""",The Revolutionary War
3619,04/05/2000,Jeopardy!,EUROPE,$500,"The fertile plain east of the Danube, making up half this country's area, is called the Great Alfold",Hungary
3619,04/05/2000,Jeopardy!,WEEDS,$500,"In the names of weeds, this old word for a plant follows soap- & St. John's",Wort
3619,04/05/2000,Jeopardy!,"SEEING ""RED""",$500,"The title of a 1928 song Sophie Tucker introduced, it was also her nickname","""The Last of the Red Hot Mamas"""
3619,04/05/2000,Double Jeopardy!,INITIAL T.V.,$200,This show which had a 9-year-run on ABC was produced with help from J. Edgar Hoover,The F.B.I.
3619,04/05/2000,Double Jeopardy!,SAINTS BE PRAISED,$200,"The emblem of St. Lawrence, it's also a nickname for a football field",Gridiron
3619,04/05/2000,Double Jeopardy!,MR. OR MS. WILLIAMS,$200,"Elected to the Hall of Fame in 1966, his lifetime batting average was .344",Ted Williams
3619,04/05/2000,Double Jeopardy!,AIN'T THAT AMERICA,$200,This state's largest lake may be 20 times as salty as any ocean,Utah (Great Salt Lake)
3619,04/05/2000,Double Jeopardy!,"SOMETHIN' TO ""C""",$200,"Oscar & Felix were an ""odd"" one",Couple
3619,04/05/2000,Double Jeopardy!,INITIAL T.V.,$400,"This '60s police drama with Jack Warden was missing the ""blue"" of the series that began in 1993",N.Y.P.D.
3619,04/05/2000,Double Jeopardy!,SAINTS BE PRAISED,$400,The first American citizen canonized was an immigrant from this country,Italy (Mother Cabrini)
3619,04/05/2000,Double Jeopardy!,MR. OR MS. WILLIAMS,$400,"This crooner's hits include 1971's ""Where Do I Begin"" & 1959's ""Lonely Street""",Andy Williams
3619,04/05/2000,Double Jeopardy!,AIN'T THAT AMERICA,$400,"Francis Scott Key wrote ""The Star-Spangled Banner"" while in this state during the War of 1812",Maryland
3619,04/05/2000,Double Jeopardy!,"SOMETHIN' TO ""C""",$400,Ichabod's patronymic,Crane
3619,04/05/2000,Double Jeopardy!,PHYSICAL SCIENCE,$600,Max Planck gave this name to the smallest amount of energy that can be emitted as electromagnetic radiation,Quantum
3619,04/05/2000,Double Jeopardy!,INITIAL T.V.,$600,"[Hi, I'm Pat O'Brien]  David E. Kelley won 2 Emmys for this show in 1991, one as executive producer, one as writer",L.A. Law
3619,04/05/2000,Double Jeopardy!,SAINTS BE PRAISED,$600,"Saint Brigid was buried at Kildare, but was later moved to be buried with this saint",Saint Patrick
3619,04/05/2000,Double Jeopardy!,MR. OR MS. WILLIAMS,"$1,600","""The Hillbilly Shakespeare"" is one nickname of this legendary singer","Hank Williams, Sr."
3619,04/05/2000,Double Jeopardy!,AIN'T THAT AMERICA,$600,Ice cream cones were reportedly first served at the 1904 World's Fair in this state,Missouri (St. Louis)
3619,04/05/2000,Double Jeopardy!,"SOMETHIN' TO ""C""",$600,The means of production are privately owned in this economic system,Capitalism
3619,04/05/2000,Double Jeopardy!,PHYSICAL SCIENCE,$800,"To scientists, it's force times distance; to Twain, it's ""whatever a body is obliged to do""",Work
3619,04/05/2000,Double Jeopardy!,INITIAL T.V.,$800,This '70s series about a harsh Navy drill instructor with a soft heart starred Don Rickles,C.P.O. Sharkey
3619,04/05/2000,Double Jeopardy!,SAINTS BE PRAISED,$800,"Philip of Moscow foresaw that his post as primate of the Russian church might lead to martyrdom, as this man was czar",Ivan the Terrible
3619,04/05/2000,Double Jeopardy!,MR. OR MS. WILLIAMS,$800,The aquatic Mrs. Fernando Lamas,Esther Williams
3619,04/05/2000,Double Jeopardy!,AIN'T THAT AMERICA,$500,In 1886 a pharmacist in this southern state became the first man to enjoy a Coke and a smile,Georgia
3619,04/05/2000,Double Jeopardy!,PHYSICAL SCIENCE,$1000,Stoichiometry is defined as the study of the quantities involved in these chemical events,Chemical reactions
3619,04/05/2000,Double Jeopardy!,INITIAL T.V.,$1000,"Organization that employed Alexander Waverly, Mark Slate & Illya Kuryakin",U.N.C.L.E. (United Network Command for Law and Enforcement)
